1,kalani,1436544293
1,mason,1436544293
-1,mason,1436544526
-1,kalani,1436544526
1,mason,1436545143
1,kalani,1436545190
2,kalani,1436545360
-3,kalani,1436545796
-1,mason,1436545842
1,mason,1436580098
-1,mason,1436582053
-1,mason,1436594203
1,mason,1436594256
1,kalani,1436594461
-1,kalani,1436594492
2,kalani,1436599868
2,mason,1436599880
1,kalani,1436611951
-1,kalani,1436612073
-1,mason,1436698637
-1,kalani,1436699559
-1,kalani,1436701609
1,kalani,1436704286
-1,kalani,1436704300
1,kalani,1436704576
-1,kalani,1436704588
1,kalani,1436704684
-1,kalani,1436704696
2,mason,1436766701
2,kalani,1436766701
-1,mason,1436768108
-1,kalani,1436781513
-1,kalani,1436783347
1,mason,1436805909
-1,mason,1436806103
1,kalani,1436806351
-1,kalani,1436806366
-1,mason,1436833990
-1,mason,1436858912
1,mason,1436859987
2,mason,1436872953
2,kalani,1436872953
-1,kalani,1436872987
-1,kalani,1436874822
-1,mason,1436875353
-1,mason,1436875445
-1,mason,1436879256
1,mason,1436967349
-1,mason,1437214213
1,mason,1437268068
5,mason,1437310653
3,kalani,1437310704
-2,mason,1437353787
-1,kalani,1437367437
-1,kalani,1437370819
-1,kalani,1437372619
-3,mason,1437374814
-1,mason,1437377608
1,kalani,1437399366
-1,kalani,1437399376
1,kalani,1437399610
-1,mason,1437435496
1,kalani,1437461928
1,mason,1437463705
1,kalani,1437463705
-1,mason,1437464011
-1,kalani,1437464011
-1,mason,1437465802
-1,kalani,1437465802
1,mason,1437467107
-1,kalani,1437467560
1,mason,1437472499
1,kalani,1437472499
-1,kalani,1437474950
1,mason,1437527356
1,kalani,1437527356
-1,kalani,1437527360
1,kalani,1437559796
1,mason,1437561730
-1,kalani,1437566802
-1,mason,1437566802
1,mason,1437566807
1,kalani,1437566807
1,kalani,1437566811
1,mason,1437566811
-1,kalani,1437567174
1,mason,1437568232
-1,kalani,1437568601
1,mason,1437570109
-1,mason,1437570252
-1,mason,1437570257
-1,kalani,1437570412
-1,mason,1437605291
1,kalani,1437611818
-1,mason,1437630412
-1,mason,1437632473
-1,kalani,1437638526
1,kalani,1437643632
1,mason,1437643632
1,kalani,1437643635
1,mason,1437643635
-1,mason,1437644291
1,kalani,1437649505
1,mason,1437649505
-1,mason,1437651096
1,mason,1437652274
-1,mason,1437652283
-1,mason,1437652606
-1,kalani,1437699595
-1,kalani,1437701347
-1,kalani,1437705011
-1,kalani,1437705012
1,kalani,1437708626
1,kalani,1437708627
1,kalani,1437715941
1,kalani,1437715942
-1,kalani,1437716860
-1,kalani,1437718669
1,kalani,1437719043
1,kalani,1437721041
1,mason,1437721041
-1,kalani,1437721901
-1,kalani,1437723716
1,kalani,1437725234
-1,kalani,1437725466
1,kalani,1437735617
1,kalani,1437735618
-1,kalani,1437735703
1,kalani,1437736195
-1,kalani,1437736576
-1,kalani,1437737514
-1,mason,1437738947
1,kalani,1437777465
1,kalani,1437777466
-1,kalani,1437777975
-1,kalani,1437779787
1,mason,1437781395
1,mason,1437781406
-1,mason,1437781738
-2,kalani,1437785347
1,kalani,1437796901
1,kalani,1437800942
1,kalani,1437802748
-1,kalani,1437861859
-1,mason,1437867693
1,mason,1437880475
1,kalani,1437880475
-1,kalani,1437901799
1,kalani,1437902365
1,mason,1437902365
-1,mason,1437902374
1,mason,1437904497
1,kalani,1437904497
1,mason,1437913882
1,mason,1437919050
-1,mason,1437919077
1,kalani,1437919132
-1,kalani,1437919144
-1,mason,1437952811
2,kalani,1437953387
-1,kalani,1437953433
-1,kalani,1437954624
-1,kalani,1437955244
-1,kalani,1437957053
-1,mason,1437959502
-1,mason,1437959524
1,kalani,1437982262
1,kalani,1437982263
-1,kalani,1437982531
-1,kalani,1437982531
-1,kalani,1437982532
-1,kalani,1437982533
-1,kalani,1437982539
-1,kalani,1437982540
1,kalani,1437989464
1,mason,1438002934
1,kalani,1438002934
1,kalani,1438002935
1,mason,1438002935
1,kalani,1438004815
1,mason,1438004815
-1,mason,1438010794
1,kalani,1438053124
1,kalani,1438066260
-2,mason,1438074101
-1,mason,1438123351
-1,kalani,1438123372
-1,kalani,1438123538
-1,mason,1438139577
1,kalani,1438139688
1,kalani,1438139691
1,kalani,1438140879
1,kalani,1438140880
-1,kalani,1438140889
-1,kalani,1438142703
1,kalani,1438142733
-1,kalani,1438143986
-1,kalani,1438144514
1,kalani,1438144527
-1,kalani,1438146326
-1,kalani,1438155212
1,kalani,1438156029
1,mason,1438156029
1,kalani,1438156030
1,mason,1438156030
1,mason,1438156030
1,kalani,1438156030
1,mason,1438156031
1,kalani,1438156031
1,kalani,1438214409
-1,kalani,1438214417
-1,kalani,1438216233
-1,kalani,1438218047
-1,mason,1438218737
1,mason,1438218738
-1,kalani,1438219879
-1,mason,1438221412
-1,kalani,1438221692
-1,mason,1438234856
1,mason,1438235280
1,kalani,1438243455
1,kalani,1438243743
-1,kalani,1438244889
-1,kalani,1438246699
1,mason,1438256124
-1,mason,1438256130
1,kalani,1438256981
-1,mason,1438259567
-1,mason,1438305697
1,mason,1438342015
1,kalani,1438342015
-1,kalani,1438342030
-1,mason,1438342099
-1,kalani,1438343842
-1,kalani,1438343925
1,kalani,1438343927
-1,mason,1438343929
1,kalani,1438351059
1,kalani,1438351060
1,kalani,1438401222
-1,kalani,1438402070
-1,kalani,1438403881
-1,kalani,1438405692
1,kalani,1438411736
1,mason,1438411736
1,kalani,1438411754
1,mason,1438428612
-1,kalani,1438429090
1,kalani,1438429204
1,mason,1438430296
-1,mason,1438430301
1,mason,1438477730
1,mason,1438480599
1,mason,1438520320
1,kalani,1438520320
1,kalani,1438553044
-1,mason,1438553218
-1,kalani,1438553226
-1,kalani,1438555043
-1,mason,1438555043
-1,kalani,1438556857
-1,kalani,1438558666
-1,mason,1438559387
-1,mason,1438559393
1,mason,1438569541
1,kalani,1438569541
1,kalani,1438639644
-1,kalani,1438639788
-1,kalani,1438641604
1,kalani,1438666297
1,mason,1438668199
-1,mason,1438668239
3,kalani,1438677975
3,mason,1438677975
-1,mason,1438678496
1,kalani,1438682262
-1,kalani,1438685435
-1,kalani,1438687246
1,kalani,1438731396
-1,kalani,1438731458
-1,kalani,1438733272
-1,kalani,1438735083
-1,kalani,1438736894
1,kalani,1438750095
1,kalani,1438750096
1,mason,1438750098
1,mason,1438750098
1,mason,1438760550
1,kalani,1438760550
1,mason,1438760550
1,kalani,1438760550
-1,kalani,1438760563
-1,mason,1438761523
-1,mason,1438761527
